school_memberships_school_id,school_memberships_user_id
197406,23dce13ca6164a73aec7a3cd56a4884d
197398,23dce13ca6164a73aec7a3cd56a4884d
199821,23dce13ca6164a73aec7a3cd56a4884d
186239,9c5803ae43ca4cf6b27ea85871625116
182063,9c5803ae43ca4cf6b27ea85871625116
197893,9c5803ae43ca4cf6b27ea85871625116
197913,9c5803ae43ca4cf6b27ea85871625116
198515,9c5803ae43ca4cf6b27ea85871625116
197922,f6495850d9be4bebbd0a78f25a9f4371
102979,f6495850d9be4bebbd0a78f25a9f4371
140409,8184a78118104fd9990ebd91dc25fc7d
93732,8184a78118104fd9990ebd91dc25fc7d
196755,8184a78118104fd9990ebd91dc25fc7d
196809,cb5efdb6742143169de54ee11b9eb314
109178,8edea83e5da54eccb2be640f91fe8cac
196401,8edea83e5da54eccb2be640f91fe8cac
73655,df6914127acf484a8addf256396d6857
75029,df6914127acf484a8addf256396d6857
196230,df6914127acf484a8addf256396d6857
197246,df6914127acf484a8addf256396d6857
198334,19a0bc7af96e4b3f96d174249bdcde1b
196913,233ab2b01dc94180b2f0519f2723b7b4
196665,564ef581bed64addb3cf0ff0ab652ffd
196393,6814d369672b4c34856bdac085f69506
69932,bc46e3699d92477ba8c7aa723e54a151
196343,bc46e3699d92477ba8c7aa723e54a151
196393,bc46e3699d92477ba8c7aa723e54a151
198741,955add7b9d3c4295812f453d07cbbcc7
197007,955add7b9d3c4295812f453d07cbbcc7
196401,17001ea532b044b08a006a989924e2e9
196627,17001ea532b044b08a006a989924e2e9
197117,e6f749cfd2634083baac3f0d1bc0449b
157892,3166cc28dcb84b73bee485ede7d07dea
88506,3166cc28dcb84b73bee485ede7d07dea
82261,3166cc28dcb84b73bee485ede7d07dea
197376,3166cc28dcb84b73bee485ede7d07dea
197374,3166cc28dcb84b73bee485ede7d07dea
197085,9a0f09620c6640718c1792a74f3b8438
199091,9a0f09620c6640718c1792a74f3b8438
78585,2f4edf8c7ba1422aab017e3011fa9c4c
196396,02d74200af144e69b02e687430fa0102
197406,f857f0fd5f8d4337a4ee3497298f695a
200218,b9b4dd3e497548d0b5c2aba2b069430e
196811,0690f54244414964aaff95736cd66162
199378,0690f54244414964aaff95736cd66162
95973,0690f54244414964aaff95736cd66162
199432,83cfc4f44b9d4fef8cb95530319d8b53
197808,aa916ae133d04bfdb7cdf610f7e7a745
84049,aa916ae133d04bfdb7cdf610f7e7a745
199419,669165fe79a84d60b74c0387806aa258
200261,3dc3c2132ba1404ea2b49e6591f4ed4d
196763,3dc3c2132ba1404ea2b49e6591f4ed4d
198854,3dc3c2132ba1404ea2b49e6591f4ed4d
198856,3dc3c2132ba1404ea2b49e6591f4ed4d
199497,3dc3c2132ba1404ea2b49e6591f4ed4d
199340,4c41f788aacc49b69a2d13b032f0fb40
196413,c3c345b8e5044054a0544296ac29cb88
196391,c3c345b8e5044054a0544296ac29cb88
196260,c3c345b8e5044054a0544296ac29cb88
121452,83f2f05cbbfe4b8c88b9758c15ab803a
199616,83f2f05cbbfe4b8c88b9758c15ab803a
74242,36ff3b3666df400f956f8335cf53e09e
196939,36ff3b3666df400f956f8335cf53e09e
146651,36ff3b3666df400f956f8335cf53e09e
102371,36ff3b3666df400f956f8335cf53e09e
98268,36ff3b3666df400f956f8335cf53e09e
199221,36ff3b3666df400f956f8335cf53e09e
199241,36ff3b3666df400f956f8335cf53e09e
145284,36ff3b3666df400f956f8335cf53e09e
199111,36ff3b3666df400f956f8335cf53e09e
99295,36ff3b3666df400f956f8335cf53e09e
196898,8435fd16c86e492885acc2cf5b6e372a
199980,f221bf19f433493b8666e093c2365e54
199188,97b502378c54444bbb0e0c1a6cfca62f
200003,74854c5906b944f88548e0db1db3c5b4
184545,716b80f5f33848779222e7024d7a13ab
200475,716b80f5f33848779222e7024d7a13ab
197007,557be8f56a604b75b885c208160ff0a9
197974,e6b29607f1504bc9bdb81783016df845
198000,e6b29607f1504bc9bdb81783016df845
198038,e6b29607f1504bc9bdb81783016df845
196343,9e90c659a3e34be28c3b97695f1cf518
198506,5ec9d442785a423ab4c0bf1dd110071b
197860,6624dab5dbd441b3b2bd61dec51a09f3
196431,6624dab5dbd441b3b2bd61dec51a09f3
200080,e945827b30bc40e09a33b946f00e8296
194392,e945827b30bc40e09a33b946f00e8296
118672,d110a711882c450aab42977e67d13f9f
197597,d110a711882c450aab42977e67d13f9f
200477,dd319483145542869315868c5aa1accc
198835,7eb73efbfb974d92b24408d514f7c213
197957,08d1642855e147d6bd5a702f606f9ff0
198809,08d1642855e147d6bd5a702f606f9ff0
85572,08d1642855e147d6bd5a702f606f9ff0
199987,be5d23056fcb4f1287c823beec5291e1
199971,be5d23056fcb4f1287c823beec5291e1
200013,be5d23056fcb4f1287c823beec5291e1
155904,be5d23056fcb4f1287c823beec5291e1
128578,81a594b683d54e6dbb4b04ea00a5e25b
197246,96bbbdd06a334805a0501034d9df1aa4
199361,96bbbdd06a334805a0501034d9df1aa4
88442,71f9c018667b4a0d96478ac0195f6327
199524,0e9f742d2f9e47de8e5d8c7267c19d0e
197425,0e9f742d2f9e47de8e5d8c7267c19d0e
78942,0e9f742d2f9e47de8e5d8c7267c19d0e
77907,faa0fe0510804c4abeffc171acf37ba2
77907,faa0fe0510804c4abeffc171acf37ba2
198983,faa0fe0510804c4abeffc171acf37ba2
200116,faa0fe0510804c4abeffc171acf37ba2
197094,80f59c28c95644af84fa0234dcd9f806
72258,d3ba15fee0584d72971b06fb5cff6fae
198040,eb7c9e19fb4c4e6ab4a0bbdcc80487e6
198081,eb7c9e19fb4c4e6ab4a0bbdcc80487e6
198003,eb7c9e19fb4c4e6ab4a0bbdcc80487e6
200218,85f378f43eee44c986addf5fc27038ce
198412,85f378f43eee44c986addf5fc27038ce
197942,7b4a831920084e8bb5731c71ca2a44cc
196392,e1f680fc6bdc472dbe3024f7bf1aa290
200475,e1f680fc6bdc472dbe3024f7bf1aa290
196912,489c6fbf7ccc48b483a08a80d5794e3b
201754,bb4fe08bb5424f08972927d90bad9642
120105,bb4fe08bb5424f08972927d90bad9642
197800,bb4fe08bb5424f08972927d90bad9642
197814,bb4fe08bb5424f08972927d90bad9642
198520,bb4fe08bb5424f08972927d90bad9642
88067,6b6c4b099bec44b7b61aefd044e0594e
196980,5424ee250804424f8b98d1a5f2832390
114319,f96e9335c8bf44cc9f018384af02f285
199987,f96e9335c8bf44cc9f018384af02f285
198977,6426ef3a78a7429697108d6a6caab259
196665,dbfc21fbff414832beed41c7a5966096
197217,0690fe8bea9d456db5f4c58618bce25f
197094,2de6845f97764975ada28f7a3320bfdd
197094,2de6845f97764975ada28f7a3320bfdd
197627,2de6845f97764975ada28f7a3320bfdd
69540,54eca5cf6b144603a1044659d6eb2052
71261,54eca5cf6b144603a1044659d6eb2052
199842,2694d61072bc46be9d657652403c3fb3
197988,2694d61072bc46be9d657652403c3fb3
200141,658fcec53ccd49c7afe79e0816a2bbcf
199589,db1c8b6e2b3540bc832c67a5a27ef5df
199524,db1c8b6e2b3540bc832c67a5a27ef5df
120264,4dc0698c310d4688b1074d2d59306a74
199533,4dc0698c310d4688b1074d2d59306a74
88332,3167029a4e404749b7079d30fe2d0572
199565,3167029a4e404749b7079d30fe2d0572
205064,f8d1704d630648f289378fc7252acc39
196877,422412a0f6154a4ebf8f7dd026d66a5b
198038,422412a0f6154a4ebf8f7dd026d66a5b
197329,393da108c1814afca98503ebaee2c99f
199993,fa9a126e63714641ae0145557a390cab
200002,fa9a126e63714641ae0145557a390cab
199951,fa9a126e63714641ae0145557a390cab
115269,4dba67cd990a4b5a9336d0eba88babdc
107146,4dba67cd990a4b5a9336d0eba88babdc
197782,a8b3e72765aa447eb53a522c8b9bb58e
173766,312eb45c513f4570b6a2b50f5a498fb7
196623,312eb45c513f4570b6a2b50f5a498fb7
80595,8f4774f11db746f8a8be072b5264210f
196755,8f4774f11db746f8a8be072b5264210f
201355,3c49fbed714249d1b1b0418a7903dc71
199432,3c49fbed714249d1b1b0418a7903dc71
199992,b1759ef11fcc4fa2ad9a58f4d9d9b52f
199860,b1759ef11fcc4fa2ad9a58f4d9d9b52f
199928,b1759ef11fcc4fa2ad9a58f4d9d9b52f
196304,b1759ef11fcc4fa2ad9a58f4d9d9b52f
197434,b54fb3c13eaf41b19beb853c7d071b13
200003,1753a7a9bf604486a9b69bcddd552cb3
198766,1cd1d093b20941a8aa23a60d7b1ffa55
196923,1d59452d50644b15a359e52dc8e51895
197218,86f210a12c2546519e0b1cb0880e4a89
182696,86f210a12c2546519e0b1cb0880e4a89
136466,4fdd2c7d4e714c30bf173697f013cf2d
200119,4fdd2c7d4e714c30bf173697f013cf2d
196361,da5f0069bf65432680a6807651c41228
196397,da5f0069bf65432680a6807651c41228
80230,d4fb51c0c0344d86a6b99e1524da01e8
121232,ab048e06e270479094749a776898ddbf
121232,ab048e06e270479094749a776898ddbf
197217,78e1ce09bded445b9315d4f3cf91b351
198631,ef6678fa477d49f6ae3bfe4dcd9a0afc
199440,ef6678fa477d49f6ae3bfe4dcd9a0afc
110547,ef6678fa477d49f6ae3bfe4dcd9a0afc
197969,018ed03f99f949739335a319e7e7027d
140684,018ed03f99f949739335a319e7e7027d
140684,018ed03f99f949739335a319e7e7027d
200003,5f95b0ac821e4e8e9b4fa9fc8eb9ff61
198558,5f95b0ac821e4e8e9b4fa9fc8eb9ff61
198789,a321c16494714ee9964a24c5a66b9b33
196398,3bcf7a7d41da4a46a849aedfefab281f
199139,3bcf7a7d41da4a46a849aedfefab281f
103267,c8242d8fc0c942d2b6dc87829f3e27cc
200475,c7bf019f041c4f2cae8f8ed89d16ae85
156658,c7bf019f041c4f2cae8f8ed89d16ae85
169676,8011ef5eb6864f5d935ba8423ccc3689
