students_id,students_location,students_date_joined
12a89e96755a4dba83ff03e03043d9c0,,2011-12-16 14:19:24 UTC+0000
e37a5990fe354c60be5e87376b08d5e3,,2011-12-27 03:02:44 UTC+0000
12b402cceeda43dcb6e12ef9f2d221ea,,2012-01-01 05:00:00 UTC+0000
a0f431fc79794edcb104f68ce55ab897,,2012-01-01 05:00:00 UTC+0000
23aea4702d804bd88d1e9fb28074a1b4,,2012-01-01 05:00:00 UTC+0000
18a8f9363cd24a37b690e1b205146b14,,2012-01-01 05:00:00 UTC+0000
d21c67279ada49d1bcf66ad620c00911,,2012-01-01 05:00:00 UTC+0000
433c0f5f90344453ba50ec8aee5fdfa4,,2012-01-01 05:00:00 UTC+0000
f0a7d23c3d374f8d9a1a5eb9b96eab0f,,2012-01-01 05:00:00 UTC+0000
26269f6765b74347b28155aea1b57393,,2012-01-01 05:00:00 UTC+0000
f19f07d3ae054c8986d484fd768ebe91,,2012-01-01 05:00:00 UTC+0000
7c17eee6e63f44a4972cd7ad5e01e896,,2012-01-01 05:00:00 UTC+0000
c5e6c290f1e84ec09b595d37f58e0277,,2012-01-01 05:00:00 UTC+0000
f7a2f122d9444c30a8059d7c9977bf5b,,2012-01-01 05:00:00 UTC+0000
761e6dbe1b8f42d388cf640e4cb60511,,2012-01-01 05:00:00 UTC+0000
76e3c7b0436b44b6bcb718353389fc17,,2012-01-01 05:00:00 UTC+0000
76543fdd7d0d47c38d0d0f66cae86b4c,,2012-01-01 05:00:00 UTC+0000
d495ba67f1ce46a19806201dea4996c6,,2012-01-01 05:00:00 UTC+0000
f6456e9a3ffe47f2a4f0c0ac9925c101,,2012-01-01 05:00:00 UTC+0000
9f9b537c661c455c93ae64f4106c2990,,2012-01-01 05:00:00 UTC+0000
6b6bedc2096348e2957e34bd8920fbb0,,2012-01-01 05:00:00 UTC+0000
45b5a5ac40fd4f77a5cd52e496a4d0ce,,2012-01-01 05:00:00 UTC+0000
ba4def20e1184fa599b55145c33fade6,,2012-01-01 05:00:00 UTC+0000
6b98d59bcc594e1db7d7e6f92202a802,,2012-01-01 05:00:00 UTC+0000
d13761de67544834862058425028360a,,2012-01-01 05:00:00 UTC+0000
2341742efb924ea3aa0444fd5532b7e4,,2012-01-01 05:00:00 UTC+0000
a7113312c7e24f92b6018a1f0e08a88a,,2012-01-01 05:00:00 UTC+0000
faa066f7e4784d22a7efa2bf3e458aba,,2012-01-01 05:00:00 UTC+0000
84550bb131df4e6c8269ac2e37bbddce,,2012-01-01 05:00:00 UTC+0000
1bb133ca30e0420780a1eb432b795820,,2012-01-01 05:00:00 UTC+0000
33706a9ec56b42ae8e46a3a9b891bacb,,2012-01-01 05:00:00 UTC+0000
f1f0de796cfc4c378fd180ceb2bd57eb,,2012-01-01 05:00:00 UTC+0000
179def8228494a96bc954535e65596d3,,2012-01-01 05:00:00 UTC+0000
5bdd2eb44dd944a9a7ab9aba068d1ef2,,2012-01-01 05:00:00 UTC+0000
86a146489d844746a198e3965da880e4,,2012-01-01 05:00:00 UTC+0000
9059e4276f7c4ad1b8b1158596e86575,,2012-01-01 05:00:00 UTC+0000
eddaedcfc1034540973d9585e0e67063,,2012-01-01 05:00:00 UTC+0000
b2f8e6e281b9461ab461e8f37c4ce1a1,,2012-01-01 05:00:00 UTC+0000
14b89a931e954822a603328d17bae051,,2012-01-01 05:00:00 UTC+0000
243f73c104e44daa84c412e0d41bf162,,2012-01-01 05:00:00 UTC+0000
cd543c82b4d049109249d19dd2948500,,2012-01-01 05:00:00 UTC+0000
322b0432bea74f18b987deb2afc4629a,,2012-01-01 05:00:00 UTC+0000
af45bea5a43f4fb391262a3b9f6a889f,,2012-01-01 05:00:00 UTC+0000
023c36b507be4d89b3bb33e7c291829c,,2012-01-01 05:00:00 UTC+0000
cc2a6e49bf024feb8f565ddd14c3b968,,2012-01-01 05:00:00 UTC+0000
8cbffae3aaca43c8a7df60e554350f9d,,2012-01-01 05:00:00 UTC+0000
cb1c69fda8034233b2bf255c3f5e6353,,2012-01-01 05:00:00 UTC+0000
3f3803fedf344ef68ed3e40098c15b5f,,2012-01-01 05:00:00 UTC+0000
e79b59fbc8814beb96e04dc7110f6b42,,2012-01-01 05:00:00 UTC+0000
7302b98c29584aadaae3668509c70ec3,,2012-01-01 05:00:00 UTC+0000
a89ac5588c1e4f2ea93ba488d797e326,,2012-01-01 05:00:00 UTC+0000
c31f46cabcfd41ca812ce061a2baa9aa,,2012-01-01 05:00:00 UTC+0000
722511ba03c6438fb4234dd3ed012479,,2012-01-01 05:00:00 UTC+0000
b95d879e66e5445f9bf11e0a7ffb94ab,,2012-01-01 05:00:00 UTC+0000
3d68fd7714bf49d0a54ecd45da907a15,,2012-01-01 05:00:00 UTC+0000
c9ca9415d5564e16a1b429d5e5fd92fb,,2012-01-01 05:00:00 UTC+0000
6f79ce9563f24df0b20c849301056734,,2012-01-01 05:00:00 UTC+0000
e9ac047d72b146d59ac47f98493257ad,,2012-01-01 05:00:00 UTC+0000
fab596d422614577ab04385ddd850306,,2012-01-01 05:00:00 UTC+0000
9658267bc2564a85bad1e802de5fb597,"Wayne, Pennsylvania",2012-01-01 05:00:00 UTC+0000
56f41ce78322454d9ac3c38c40fae3fa,,2012-01-01 05:00:00 UTC+0000
e449b630eedf45bf9ac631771bf81db7,,2012-01-01 05:00:00 UTC+0000
50b67c22843141f0bcb7fadac5274ef8,,2012-01-01 05:00:00 UTC+0000
f157700067484249befd6e4213ae97c2,,2012-01-01 05:00:00 UTC+0000
7680cc9b550542a9a4afaceb710aa677,,2012-01-01 05:00:00 UTC+0000
9db95a63635a41dd9b2d5e333e671f83,,2012-01-01 05:00:00 UTC+0000
ca969b82dfb84676ad3ef5dcc0d7aaf9,,2012-01-01 05:00:00 UTC+0000
7b1900c458e34573bfeb0d57ffbd260a,,2012-01-01 05:00:00 UTC+0000
1e614fbf30824b418b3eacda7987b7a7,,2012-01-01 05:00:00 UTC+0000
6ce9e5cc03a9441fa3f2c223904a1d60,,2012-01-01 05:00:00 UTC+0000
6aba292c62554e1982d6ff5edd2590f0,,2012-01-01 05:00:00 UTC+0000
93b5d361abe345b79fa06f12c26b4120,,2012-01-01 05:00:00 UTC+0000
f8a965d55e894a1597d8315a1f90d657,,2012-01-01 05:00:00 UTC+0000
58bbacfa633c412597d9def6594918f9,,2012-01-01 05:00:00 UTC+0000
877160fde5454ddd9b7d13a37ae180ec,,2012-01-01 05:00:00 UTC+0000
e9efc4d6e06e49c7ae5afe1aad8c5bd5,,2012-01-01 05:00:00 UTC+0000
b4b08fe0e02a423e9bc87b415d6f0968,,2012-01-01 05:00:00 UTC+0000
c24bc83a62de4735a8d5545fd6991715,,2012-01-01 05:00:00 UTC+0000
d49795757f274dd690bdce3936edea20,"New York, New York",2012-01-01 05:00:00 UTC+0000
d91e86308a814f7689752f72c719f6e8,,2012-01-01 05:00:00 UTC+0000
606c4a5189d943cea3cb79ba2e8a1b20,,2012-01-01 05:00:00 UTC+0000
8628fe3ca2804643a517ea67c5b524db,,2012-01-01 05:00:00 UTC+0000
eb3f9df4aec04fd3ad45624ec85483c2,,2012-01-01 05:00:00 UTC+0000
1ea487fc53294eb7a0955782043a2726,,2012-01-01 05:00:00 UTC+0000
1cfcfff30fbf4d37b2b03b4c244322cd,,2012-01-01 05:00:00 UTC+0000
ab7c657d508f40b48a71980a9c7df371,,2012-01-01 05:00:00 UTC+0000
02dd94fb583549879aae4eab9d6ab63c,,2012-01-01 05:00:00 UTC+0000
65d330a7dd4a40fc98ac4845f2584600,,2012-01-01 05:00:00 UTC+0000
6369cab7cfab4405b75b709cb40fed81,,2012-01-01 05:00:00 UTC+0000
a5203b65e5174548b8deea2c7274b8fa,,2012-01-01 05:00:00 UTC+0000
e406dd1a943e481fbc26264f7d88ac90,,2012-01-01 05:00:00 UTC+0000
690a37f3c1f64560b4b3b1cf61a8be39,,2012-01-01 05:00:00 UTC+0000
